timestamp,threat_type,source_ip,destination_ip,confidence,details
2026-02-21T15:04:52.863134,signature,172.23.105.103,140.82.114.26,1.0,"{'type': 'signature', 'rule': 'port_scan', 'confidence': 1.0}"
2026-02-21T15:04:52.865188,anomaly,172.23.105.103,140.82.114.26,0.7550859919579278,"{'type': 'anomaly', 'score': np.float64(-0.7550859919579278), 'confidence': np.float64(0.7550859919579278)}"
2026-02-21T15:04:53.184854,signature,140.82.114.26,172.23.105.103,1.0,"{'type': 'signature', 'rule': 'port_scan', 'confidence': 1.0}"
2026-02-21T15:04:53.186743,anomaly,140.82.114.26,172.23.105.103,0.7550859919579278,"{'type': 'anomaly', 'score': np.float64(-0.7550859919579278), 'confidence': np.float64(0.7550859919579278)}"
2026-02-21T15:04:56.027661,signature,172.23.105.103,140.82.112.22,1.0,"{'type': 'signature', 'rule': 'port_scan', 'confidence': 1.0}"
2026-02-21T15:04:56.028619,anomaly,172.23.105.103,140.82.112.22,0.7550859919579278,"{'type': 'anomaly', 'score': np.float64(-0.7550859919579278), 'confidence': np.float64(0.7550859919579278)}"
2026-02-21T15:04:56.239410,anomaly,172.23.105.103,172.64.148.235,0.6839339499371593,"{'type': 'anomaly', 'score': np.float64(-0.6839339499371593), 'confidence': np.float64(0.6839339499371593)}"
2026-02-21T15:04:56.260254,anomaly,172.64.148.235,172.23.105.103,0.6839339499371593,"{'type': 'anomaly', 'score': np.float64(-0.6839339499371593), 'confidence': np.float64(0.6839339499371593)}"
2026-02-21T15:04:56.350226,anomaly,172.64.148.235,172.23.105.103,0.6839339499371593,"{'type': 'anomaly', 'score': np.float64(-0.6839339499371593), 'confidence': np.float64(0.6839339499371593)}"
2026-02-21T15:04:56.357465,anomaly,172.23.105.103,172.64.148.235,0.6839339499371593,"{'type': 'anomaly', 'score': np.float64(-0.6839339499371593), 'confidence': np.float64(0.6839339499371593)}"
2026-02-21T15:04:56.891004,anomaly,172.23.105.103,172.64.148.235,0.6839339499371593,"{'type': 'anomaly', 'score': np.float64(-0.6839339499371593), 'confidence': np.float64(0.6839339499371593)}"
2026-02-21T15:04:56.912090,anomaly,172.64.148.235,172.23.105.103,0.6839339499371593,"{'type': 'anomaly', 'score': np.float64(-0.6839339499371593), 'confidence': np.float64(0.6839339499371593)}"
2026-02-21T15:05:00.356197,signature,172.23.105.103,35.186.224.35,1.0,"{'type': 'signature', 'rule': 'port_scan', 'confidence': 1.0}"
2026-02-21T15:05:00.358423,anomaly,172.23.105.103,35.186.224.35,0.7550859919579278,"{'type': 'anomaly', 'score': np.float64(-0.7550859919579278), 'confidence': np.float64(0.7550859919579278)}"
2026-02-21T15:05:00.381058,signature,35.186.224.35,172.23.105.103,1.0,"{'type': 'signature', 'rule': 'port_scan', 'confidence': 1.0}"
2026-02-21T15:05:00.382604,anomaly,35.186.224.35,172.23.105.103,0.7550859919579278,"{'type': 'anomaly', 'score': np.float64(-0.7550859919579278), 'confidence': np.float64(0.7550859919579278)}"
2026-02-21T15:05:00.484550,anomaly,35.186.224.35,172.23.105.103,0.6667043232268884,"{'type': 'anomaly', 'score': np.float64(-0.6667043232268884), 'confidence': np.float64(0.6667043232268884)}"
2026-02-21T15:05:00.492776,anomaly,172.23.105.103,35.186.224.35,0.6661198624573521,"{'type': 'anomaly', 'score': np.float64(-0.6661198624573521), 'confidence': np.float64(0.6661198624573521)}"
